OT
manoah,0.10226426007466952
judg,0.07543258929052984
jephthah,0.062351770827497315
angel,0.062351770827497315
woman,0.062351770827497315
water,0.04948381594846705
ammon,0.04948381594846705
gileadit,0.04948381594846705
buri,0.04948381594846705
israel,0.04371300588224836
NT
jesu,0.09494706579149524
paralyt,0.09494706579149524
bed,0.07514149765440611
sin,0.07514149765440611
preach,0.05576423893950849
cleans,0.05576423893950849
immedi,0.05576423893950849
tax,0.05576423893950849
sinner,0.05576423893950849
door,0.036794230592694155
Quran
mose,0.22731830464006872
pharaoh,0.16092979750101236
miracl,0.1262117502025167
magician,0.1262117502025167
peopl,0.06592422163838504
throw,0.06078536569497948
reject,0.04518311820016141
promis,0.04518311820016141
time,0.04518311820016141
ask,0.04518311820016141
